집행목적,대상인원,집행금액,1소속부서,집행지주소,집행지명,cnt
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 3명,66500,서울혁신기획관,서울 종로구 종로3길 17,닥터로빈광화문점,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 8명,153000,서울혁신기획관,서울 중구 덕수궁길 7,바닷가작은부엌,1
부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 2명,50000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
2017 정책박람회 운영 성과 논의 간담회,사회혁신담당관 등 총 5명,75000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
공유서울 발전방안 논의 간담회,사회혁신담당관 등 총 5명,75000,서울혁신기획관,서울 중구 을지로,구이구이,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 3명,24000,서울혁신기획관,인천 중구 공항로 272,푸드엠파이어,1
핵심사업 업무 추진방향 논의 간담회,사회혁신담당관 등 총 4명,31000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 3명,24000,서울혁신기획관,서울 중구 세종대로20길 23,육대장,1
서울혁신파크 운영 예산 편성 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 8명,200000,서울혁신기획관,서울 중구 세종대로 124,더테이블한정식,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 4명,80000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
2017년 미래혁신포럼 추진방안 논의 간담회,서울혁신기획관 등 총 5명,41000,서울혁신기획관,서울 중구 다동길 20,오군순두부,1
공유서울 발전방안 논의 간담회,사회혁신담당관 등 총 4명,61000,서울혁신기획관,서울 중구 을지로,구이구이,1
서울혁신파크 운영 현안 논의 간담회,사회혁신담당관 등 총 3명,24000,서울혁신기획관,서울 중구 세종대로20길 23,육대장,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 4명,92000,서울혁신기획관,서울 중구 세종대로22길,동원참치,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 3명,21000,서울혁신기획관,서울 중구 남대문로9길 40,무교동수제비,1
서울혁신파크 운영 예산 편성 논의 간담회,사회혁신담당관 등 총 2명,29000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
공유서울 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 5명,90000,서울혁신기획관,서울 중구 남대문로9길 40,서울불고기,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 2명,30000,서울혁신기획관,서울 중구 남대문로9길 24,세림,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,사회혁신담당관 등 총 5명,125000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
공유 관련 신규 사업 발굴 논의 간담회,사회혁신담당관 등 총 10명,300000,서울혁신기획관,서울 중구 명동9길 43,묵호회집,1
사회혁신 대외협력 강화 방안 논의 간담회,서울혁신기획관 등 총 9명,124500,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 운영 예산 편성 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 5명,23500,서울혁신기획관,서울 종로구 자하문로 31,텐어클락,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 2명,48400,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 3명,60000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
서울혁신파크 조성 현안 논의 간담회,김○○ 주무관 등 총 7명,160000,서울혁신기획관,서울 중구 세종대로20길 23,고려보쌈,1
서울혁신파크 홍보방안 논의 간담회,사회혁신담당관 등 총 5명,120000,서울혁신기획관,서울 중구 을지로3길 28,참복집,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 3명,39000,서울혁신기획관,서울 중구 남대문로9길 40,미가한식,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 7명,79200,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
서울혁신파크 조성 현안 논의 간담회,사회혁신담당관 등 총 4명,69000,서울혁신기획관,서울 중구 을지로,구이구이,1
사회혁신 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 3명,55000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
청년주거공유 등 공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,38000,서울혁신기획관,서울 종로구 삼일대로32길 45,마농,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,22000,서울혁신기획관,서울 종로구 새문안로9길 24-5,새봄떡국국수,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,13000,서울혁신기획관,서울 종로구 세종대로23길 54,파스쿠찌,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,18000,서울혁신기획관,서울 종로구 새문안로9길 23,동천홍,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,8000,서울혁신기획관,서울 종로구 새문안로5길,파리크라상,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 5명,80000,서울혁신기획관,서울 중구 세종대로22길,동원참치,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 3명,57600,서울혁신기획관,서울 종로구 종로3길 17,온더보더,1
서울혁신파크 운영 예산 편성 논의 간담회,서울혁신기획관 등 총 2명,38000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
사회혁신 사업 예산 편성 논의 간담회,서울혁신기획관 등 총 7명,101000,서울혁신기획관,서울 중구 세종대로21길 22,열빈광화문점,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 3명,39000,서울혁신기획관,서울 중구 남대문로9길 40,미가한식,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 3명,13100,서울혁신기획관,서울 중구 남대문로9길 6,스몰하우스빅도어비스트로,1
공유서울 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
청년사회혁신가 양성과정 운영방안 논의 간담회,서울혁신기획관 등 총 4명,60000,서울혁신기획관,서울 중구 남대문로9길 24,세림,1
서울혁신파크 조성 현안 논의 간담회,사회혁신담당관 등 총 6명,88000,서울혁신기획관,서울 중구 남대문로1길 26-10,오후청,1
서울혁신파크 운영 예산 편성 논의 간담회,서울혁신기획관 등 총 6명,69000,서울혁신기획관,서울특별시 중구 남대문로9길 40,맛있는순두부＆김치찌개,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 2명,32400,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
제안 제도 활성화 방안 논의 간담회,혁신제안팀장 등 총 6명,49500,서울혁신기획관,서울 종로구 새문안로9길 28,포포로동경,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 4명,55000,서울혁신기획관,서울 중구 을지로,구이구이,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,50000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
공유서울 확산 예산 편성 논의 간담회,서울혁신기획관 등 총 3명,51000,서울혁신기획관,서울 중구 무교로 24,곰국시집,1
포스트 정책박람회 추진 방향 논의 간담회,사회혁신담당관 등 총 5명,72000,서울혁신기획관,서울 중구 을지로,한가람,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,21600,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
공유서울 홍보 전략 논의 간담회,김○○ 주무관 등 총 3명,66000,서울혁신기획관,서울 중구 청계천로 8,산채향,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 12명,334000,서울혁신기획관,서울 중구 세종대로21길 22,열빈광화문점,1
사회혁신 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 3명,24000,서울혁신기획관,서울 중구 세종대로20길 23,육대장,1
청년사회혁신가 양성과정 운영방안 논의 간담회,서울혁신기획관 등 총 2명,24000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
청년주거공유 등 공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 2명,22000,서울혁신기획관,서울 종로구 새문안로 89,제일제면소광화문점,1
2017년 미래혁신포럼 추진방안 논의 간담회,사회혁신담당관 등 총 2명,24000,서울혁신기획관,서울 중구 서소문로 129,어미가,1
2017년 미래혁신포럼 추진방안 논의 간담회,사회혁신담당관 등 총 12명,352000,서울혁신기획관,서울 종로구 재동,달개비,1
핵심사업 업무 추진방향 논의 간담회,사회혁신담당관 등 총 6명,58000,서울혁신기획관,서울 중구 남대문로1길 26-10,오후청,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 4명,40000,서울혁신기획관,서울 중구 무교로 24,곰국시집,1
공유서울 사업 예산 편성 논의 간담회,서울혁신기획관 등 총 3명,59000,서울혁신기획관,서울 중구 무교로 17-25,무교소호정,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 4명,48000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
핵심사업 대외협력 활성화 방안 논의 간담회,사회혁신담당관 등 총 5명,71000,서울혁신기획관,서울 중구 을지로,구이구이,1
공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 4명,97000,서울혁신기획관,서울 중구 세종대로 136,메이징에이,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 4명,44000,서울혁신기획관,서울 중구 무교로 17-25,무교소호정,1
서울혁신파크 운영 예산 편성 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 3명,60000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
서울 창의상 발전 방안 논의 간담회,서울혁신기획관 등 총 10명,150000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
공유서울 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 5명,85000,서울혁신기획관,서울 중구 무교로 24,곰국시집,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,22000,서울혁신기획관,서울 종로구 새문안로5가길 7,평가옥,1
부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 7명,171000,서울혁신기획관,서울 중구 세종대로14길 28-6,참복집,1
사회혁신 공모사업 추진방안 논의 간담회,서울혁신기획관 등 총 4명,39000,서울혁신기획관,서울 중구 무교로 14,고냉지,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 2명,32000,서울혁신기획관,서울 중구 세종대로22길,동원참치,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 5명,44000,서울혁신기획관,서울 중구 남대문로9길 40,미가한식,1
서울혁신파크 조성 현안 논의 간담회,사회혁신담당관 등 총 5명,68000,서울혁신기획관,서울 중구 을지로,구이구이,1
부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 4명,82000,서울혁신기획관,서울 중구 청계천로 8,산채향,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,47000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
열린혁신 평가 대비 등 추진방안 논의 간담회,사회혁신담당관 등 총 4명,40000,서울혁신기획관,서울 중구 남대문로1길 26-10,오후청,1
제안 제도 활성화 방안 논의 간담회,서울혁신기획관 등 총 6명,146000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
서울혁신파크 운영 현안 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
